Álvaro Vallés,ESP,GK,26-286,33,33,2903,32.3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2024,Las Palmas
Kirian Rodríguez,ESP,MF,28-062,33,32,2851,31.7,6,2,8,6,0,0,8,0,1.9,1.9,1.5,3.3,39,253,76,0.19,0.06,0.25,0.19,0.25,0.06,0.05,0.1,0.06,0.1,2024,Las Palmas
Mika Màrmol,ESP,DF,21-309,32,32,2818,31.3,0,1,1,0,0,0,6,1,0.2,0.2,0.9,1.1,32,133,8,0,0.03,0.03,0,0.03,0.01,0.03,0.03,0.01,0.03,2024,Las Palmas
Munir El Haddadi,MAR,FW,28-248,34,30,2307,25.6,3,2,5,3,0,1,3,0,4.2,3.4,1.9,5.3,25,76,161,0.12,0.08,0.2,0.12,0.2,0.16,0.07,0.24,0.13,0.21,2024,Las Palmas
Sergi Cardona,ESP,DF,24-303,33,28,2634,29.3,1,2,3,1,0,0,11,0,2.6,2.6,2.6,5.1,57,153,154,0.03,0.07,0.1,0.03,0.1,0.09,0.09,0.18,0.09,0.18,2024,Las Palmas
Javier Muñoz,ESP,MF,29-068,33,27,2372,26.4,2,3,5,2,0,0,6,0,2.4,2.4,1.3,3.7,28,106,106,0.08,0.11,0.19,0.08,0.19,0.09,0.05,0.14,0.09,0.14,2024,Las Palmas
Álex Suárez,ESP,DF,31-049,28,27,2296,25.5,1,0,1,1,0,0,6,0,0.4,0.4,0.2,0.6,12,104,13,0.04,0,0.04,0.04,0.04,0.02,0.01,0.02,0.02,0.02,2024,Las Palmas
Saúl Coco,EQG,DF,25-087,26,22,1935,21.5,1,0,1,1,0,0,5,1,1,1,0,1,7,61,1,0.05,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05,2024,Las Palmas
Máximo Perrone,ARG,MF,21-120,28,20,1616,18,0,0,0,0,0,0,6,0,0.2,0.2,0.5,0.8,12,77,22,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,2024,Las Palmas
Sandro Ramírez,ESP,FW,28-302,23,18,1562,17.4,1,3,4,1,0,1,2,0,3,2.2,2.5,4.7,53,45,180,0.06,0.17,0.23,0.06,0.23,0.17,0.14,0.32,0.13,0.27,2024,Las Palmas
Alberto Moleiro,ESP,"FW,MF",20-219,24,18,1495,16.6,2,3,5,2,0,0,0,0,0.8,0.8,2,2.8,68,61,152,0.12,0.18,0.3,0.12,0.3,0.05,0.12,0.17,0.05,0.17,2024,Las Palmas
Enzo Loiodice,FRA,MF,23-161,30,16,1551,17.2,0,0,0,0,0,0,2,0,0.5,0.5,0.7,1.2,21,84,63,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,2024,Las Palmas
Marvin,ESP,"FW,DF",23-308,28,14,1592,17.7,0,2,2,0,0,0,5,0,0.9,0.9,2.2,3.1,54,31,166,0,0.11,0.11,0,0.11,0.05,0.12,0.17,0.05,0.17,2024,Las Palmas
Julian Araujo,MEX,DF,22-267,23,13,1318,14.6,1,0,1,1,0,0,4,0,0.7,0.7,1,1.7,23,69,40,0.07,0,0.07,0.07,0.07,0.05,0.07,0.12,0.05,0.12,2024,Las Palmas
Sory Kaba,GUI,FW,28-283,16,8,658,7.3,1,1,2,1,0,0,2,0,1.4,1.4,0.2,1.6,7,11,34,0.14,0.14,0.27,0.14,0.27,0.19,0.03,0.22,0.19,0.22,2024,Las Palmas
Jonathan Viera,ESP,"MF,FW",34-198,9,7,617,6.9,2,1,3,0,2,2,1,0,2.3,0.7,1,1.7,26,65,37,0.29,0.15,0.44,0,0.15,0.33,0.14,0.47,0.1,0.24,2024,Las Palmas
Marc Cardona,ESP,FW,28-303,21,6,614,6.8,3,1,4,2,1,1,3,0,3.6,2.8,1,3.8,9,10,63,0.44,0.15,0.59,0.29,0.44,0.52,0.14,0.66,0.4,0.55,2024,Las Palmas
Francisco Jesús Crespo García,ESP,FW,27-282,16,6,501,5.6,2,0,2,2,0,0,1,0,1.2,1.2,0.6,1.8,17,20,64,0.36,0,0.36,0.36,0.36,0.22,0.11,0.32,0.22,0.32,2024,Las Palmas
Daley Sinkgraven,NED,DF,28-307,11,6,388,4.3,0,0,0,0,0,0,0,1,0,0,0,0,3,17,8,0,0,0,0,0,0,0,0,0,0,2024,Las Palmas
Juan Herzog,ESP,DF,20-359,4,3,292,3.2,2,0,2,2,0,0,1,0,0.7,0.7,0,0.7,0,3,0,0.62,0,0.62,0.62,0.62,0.21,0,0.21,0.21,0.21,2024,Las Palmas
Álvaro Lemos,ESP,DF,31-037,3,2,194,2.2,0,0,0,0,0,0,1,0,0,0,0,0,6,15,7,0,0,0,0,0,0.01,0,0.01,0.01,0.01,2024,Las Palmas
Benito Ramírez,ESP,"FW,MF",28-300,18,1,306,3.4,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.4,13,5,41,0.29,0,0.29,0.29,0.29,0.11,0.02,0.13,0.11,0.13,2024,Las Palmas
Cristian Herrera,ESP,"FW,MF",33-054,7,1,155,1.7,1,0,1,1,0,0,1,0,0.9,0.9,0,0.9,2,7,14,0.58,0,0.58,0.58,0.58,0.51,0.02,0.53,0.51,0.53,2024,Las Palmas
Aarón Escandell,ESP,GK,28-222,2,1,153,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Las Palmas
José Campaña,ESP,MF,30-341,5,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,2024,Las Palmas
Eric Curbelo,ESP,DF,30-113,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2024,Las Palmas
Omenuke Mfulu,COD,"MF,FW",30-047,5,1,82,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Las Palmas
Fabio González,ESP,MF,27-084,5,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2024,Las Palmas
Iñaki González,ESP,MF,19-284,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Las Palmas
Pau Ferrer,ESP,FW,20-202,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Las Palmas
Ale Gorrin,ESP,GK,21-272,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Las Palmas
Álvaro Killane,ESP,GK,19-144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Las Palmas
Squad Total,,,26.3,33,374,3060,34,30,21,51,27,3,5,77,5,28.9,25,20.1,45.2,515,1432,1411,0.88,0.62,1.5,0.79,1.41,0.85,0.59,1.44,0.74,1.33,2024,Las Palmas
Opponent Total,,,27.9,33,374,3060,34,41,30,71,36,5,8,86,4,51.7,45.5,37.9,83.4,539,1078,1065,1.21,0.88,2.09,1.06,1.94,1.52,1.11,2.63,1.34,2.45,2024,Las Palmas
Stole Dimitrievski,MKD,GK,30-133,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Rayo Vallecano
Florian Lejeune,FRA,DF,32-352,33,33,2967,33,2,1,3,2,0,0,5,0,2.5,2.5,0.5,3.1,13,106,5,0.06,0.03,0.09,0.06,0.09,0.08,0.02,0.09,0.08,0.09,2024,Rayo Vallecano
Isaac Palazón Camacho,ESP,"MF,FW",29-131,33,32,2558,28.4,4,1,5,2,2,2,8,0,5.1,3.5,1.6,5.1,35,116,148,0.14,0.04,0.18,0.07,0.11,0.18,0.05,0.24,0.12,0.18,2024,Rayo Vallecano
Iván Balliu,ALB,DF,32-126,30,29,2603,28.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50,95,96,0,0.03,0.03,0,0.03,0.02,0.09,0.11,0.02,0.11,2024,Rayo Vallecano
Óscar Valentín,ESP,MF,29-260,31,29,2474,27.5,1,0,1,1,0,0,6,1,1.6,1.6,0.6,2.1,23,125,11,0.04,0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,2024,Rayo Vallecano
Alfonso Espino,URU,DF,32-122,28,26,2237,24.9,0,1,1,0,0,0,8,0,1,1,2.5,3.4,37,104,82,0,0.04,0.04,0,0.04,0.04,0.1,0.14,0.04,0.14,2024,Rayo Vallecano
Álvaro García,ESP,"FW,MF",31-192,28,26,2148,23.9,6,1,7,6,0,0,8,1,4.4,4.4,2.7,7.1,45,55,217,0.25,0.04,0.29,0.25,0.29,0.18,0.11,0.3,0.18,0.3,2024,Rayo Vallecano
Unai López,ESP,MF,28-189,31,26,1964,21.8,1,2,3,1,0,0,7,0,1,1,2.5,3.6,31,106,55,0.05,0.09,0.14,0.05,0.14,0.05,0.12,0.16,0.05,0.16,2024,Rayo Vallecano
Aridane Hernández,ESP,DF,35-044,18,18,1600,17.8,0,0,0,0,0,0,3,0,0.2,0.2,0,0.3,0,19,0,0,0,0,0,0,0.01,0,0.02,0.01,0.02,2024,Rayo Vallecano
Sergio Camello,ESP,FW,23-086,28,17,1429,15.9,3,1,4,3,0,0,3,0,4.1,4.1,0.8,4.9,19,37,73,0.19,0.06,0.25,0.19,0.25,0.26,0.05,0.31,0.26,0.31,2024,Rayo Vallecano
Abdul Mumin,GHA,DF,25-335,17,16,1424,15.8,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,6,36,3,0.06,0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,2024,Rayo Vallecano
Óscar Trejo,ARG,"FW,MF",36-010,28,16,1264,14,0,0,0,0,0,0,4,0,0.8,0.8,1.2,2,24,119,78,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,2024,Rayo Vallecano
Raúl de Tomás,ESP,FW,29-202,24,15,1249,13.9,1,2,3,0,1,1,5,0,3.5,2.7,1.3,4,10,23,70,0.07,0.14,0.22,0,0.14,0.25,0.1,0.35,0.19,0.29,2024,Rayo Vallecano
Pathé Ciss,SEN,MF,30-051,27,14,1464,16.3,1,0,1,1,0,0,10,0,1.5,1.5,0.5,2,13,76,21,0.06,0,0.06,0.06,0.06,0.09,0.03,0.12,0.09,0.12,2024,Rayo Vallecano
Jorge de Frutos,ESP,"MF,FW",27-076,32,11,1320,14.7,1,0,1,1,0,0,0,0,2.1,2.1,1,3.1,42,39,132,0.07,0,0.07,0.07,0.07,0.14,0.07,0.21,0.14,0.21,2024,Rayo Vallecano
Pep Chavarría,ESP,"DF,MF",26-026,19,11,1047,11.6,1,1,2,1,0,0,5,1,1,1,0.4,1.4,24,64,74,0.09,0.09,0.17,0.09,0.17,0.08,0.04,0.12,0.08,0.12,2024,Rayo Vallecano
Kike Pérez,ESP,"MF,FW",27-082,22,9,819,9.1,1,0,1,1,0,0,7,0,1.9,1.9,0.2,2,15,44,41,0.11,0,0.11,0.11,0.11,0.2,0.02,0.22,0.2,0.22,2024,Rayo Vallecano
Andrei Ratiu,ROU,DF,25-321,10,5,511,5.7,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,22,14,19,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,2024,Rayo Vallecano
Randy Ntekja,FRA,"FW,MF",26-152,14,3,544,6,1,1,2,0,1,1,2,0,1.9,1.1,0.9,2,10,14,33,0.17,0.17,0.33,0,0.17,0.31,0.15,0.46,0.18,0.33,2024,Rayo Vallecano
Crespo,POR,MF,27-238,11,3,370,4.1,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.7,8,22,15,0,0,0,0,0,0.02,0.15,0.17,0.02,0.17,2024,Rayo Vallecano
Radamel Falcao,COL,"FW,DF",38-086,20,1,328,3.6,1,0,1,0,1,1,3,0,2.4,1.7,0.2,1.9,4,5,21,0.27,0,0.27,0,0,0.67,0.06,0.73,0.45,0.52,2024,Rayo Vallecano
Bebé,CPV,"MF,FW",33-299,18,0,199,2.2,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,14,6,22,0.9,0,0.9,0.45,0.45,0.65,0.11,0.76,0.3,0.4,2024,Rayo Vallecano
Salvi,ESP,MF,33-037,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2024,Rayo Vallecano
José Pozo,ESP,MF,28-052,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2024,Rayo Vallecano
Diego Méndez,ESP,MF,20-251,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024,Rayo Vallecano
Cárdenas,ESP,GK,27-039,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Rayo Vallecano
Jorge Moreno,ESP,DF,23-013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Rayo Vallecano
Morro,ESP,GK,23-238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Rayo Vallecano
Pablo Muñoz,ESP,MF,20-245,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Rayo Vallecano
Martín Pascual,ESP,DF,24-276,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Rayo Vallecano
Squad Total,,,30.2,33,374,3060,34,27,12,39,21,6,6,99,4,37.1,32.4,20.6,53.1,448,1227,1220,0.79,0.35,1.15,0.62,0.97,1.09,0.61,1.7,0.95,1.56,2024,Rayo Vallecano
Opponent Total,,,27.8,33,374,3060,34,41,32,73,40,1,2,96,7,40,38.4,32.1,70.6,583,1218,1199,1.21,0.94,2.15,1.18,2.12,1.18,0.94,2.12,1.13,2.08,2024,Rayo Vallecano
Predrag Rajković,SRB,GK,28-188,33,33,2970,33,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,2024,Mallorca
Dani Rodríguez,ESP,MF,35-335,32,28,2365,26.3,2,4,6,2,0,0,8,0,1.3,1.3,4.1,5.4,46,94,96,0.08,0.15,0.23,0.08,0.23,0.05,0.16,0.21,0.05,0.21,2024,Mallorca
Martin Valjent,SVK,DF,28-147,25,25,2079,23.1,0,1,1,0,0,0,4,0,0.2,0.2,0.6,0.8,19,46,22,0,0.04,0.04,0,0.04,0.01,0.03,0.04,0.01,0.04,2024,Mallorca
Giovanni González,URU,DF,29-229,31,24,2201,24.5,0,1,1,0,0,0,5,0,0.3,0.3,1.1,1.4,23,78,82,0,0.04,0.04,0,0.04,0.01,0.04,0.06,0.01,0.06,2024,Mallorca
Matija Nastasić,SRB,DF,31-039,25,24,2168,24.1,2,0,2,2,0,0,8,0,1,1,0.6,1.6,11,61,4,0.08,0,0.08,0.08,0.08,0.04,0.02,0.07,0.04,0.07,2024,Mallorca
Samu Costa,POR,MF,23-161,31,24,2153,23.9,1,1,2,1,0,0,7,0,1,1,0.5,1.6,16,89,28,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06,2024,Mallorca
Vedat Muriqi,KVX,FW,30-012,26,23,2121,23.6,6,2,8,5,1,3,4,0,8.8,6.5,2.4,8.9,18,38,119,0.25,0.08,0.34,0.21,0.3,0.37,0.1,0.48,0.27,0.38,2024,Mallorca
Antonio Raillo,ESP,DF,32-211,22,21,1835,20.4,3,0,3,3,0,0,5,1,1.2,1.2,0.8,2.1,21,60,3,0.15,0,0.15,0.15,0.15,0.06,0.04,0.1,0.06,0.1,2024,Mallorca
Antonio Sánchez,ESP,MF,27-126,26,19,1326,14.7,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,33,50,57,0.2,0.07,0.27,0.2,0.27,0.17,0.06,0.23,0.17,0.23,2024,Mallorca
Sergi Darder,ESP,MF,30-136,32,18,1890,21,0,5,5,0,0,0,4,0,1.7,1.7,5.6,7.3,47,116,65,0,0.24,0.24,0,0.24,0.08,0.27,0.35,0.08,0.35,2024,Mallorca
Cyle Larin,CAN,FW,29-019,31,17,1576,17.5,2,2,4,2,0,0,8,0,7.6,7.6,1.4,9,19,11,86,0.11,0.11,0.23,0.11,0.23,0.44,0.08,0.52,0.44,0.52,2024,Mallorca
Omar Mascarell,ESP,MF,31-094,25,17,1452,16.1,0,0,0,0,0,0,7,1,0.4,0.4,0,0.4,12,60,9,0,0,0,0,0,0.02,0,0.02,0.02,0.02,2024,Mallorca
Pablo Maffeo,ESP,DF,26-299,21,17,1433,15.9,0,2,2,0,0,0,3,1,0.6,0.6,0.7,1.2,35,40,64,0,0.13,0.13,0,0.13,0.03,0.04,0.07,0.03,0.07,2024,Mallorca
Jaume Costa,ESP,DF,36-049,26,16,1419,15.8,0,0,0,0,0,0,6,0,0.2,0.2,0.9,1,28,43,86,0,0,0,0,0,0.01,0.06,0.06,0.01,0.06,2024,Mallorca
Toni Lato,ESP,DF,26-167,26,15,1447,16.1,0,1,1,0,0,0,3,0,0.1,0.1,1.2,1.3,26,36,101,0,0.06,0.06,0,0.06,0.01,0.07,0.08,0.01,0.08,2024,Mallorca
Copete,ESP,DF,24-209,16,15,1160,12.9,1,0,1,1,0,0,5,0,0.5,0.5,0.1,0.7,3,44,1,0.08,0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,2024,Mallorca
Manu Morlanes,ESP,MF,25-115,31,14,1393,15.5,0,1,1,0,0,0,2,0,0.8,0.8,1.8,2.6,24,94,28,0,0.06,0.06,0,0.06,0.05,0.11,0.17,0.05,0.17,2024,Mallorca
Abdón Prats,ESP,"FW,MF",31-151,30,10,1113,12.4,6,1,7,6,0,0,4,0,3,3,2.3,5.3,7,23,43,0.49,0.08,0.57,0.49,0.57,0.25,0.19,0.43,0.25,0.43,2024,Mallorca
Siebe Van Der Heyden,BEL,DF,25-342,6,4,286,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0,0.2,1,1,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05,2024,Mallorca
Amath,SEN,"FW,MF",27-295,15,3,394,4.4,0,0,0,0,0,0,2,0,1.6,1.6,0.4,1.9,19,13,30,0,0,0,0,0,0.35,0.09,0.44,0.35,0.44,2024,Mallorca
Nemanja Radonjić,SRB,"MF,DF",28-081,9,3,275,3.1,0,0,0,0,0,0,0,0,1.5,1.5,0.4,1.9,21,9,30,0,0,0,0,0,0.48,0.15,0.62,0.48,0.62,2024,Mallorca
Nacho Vidal,ESP,DF,29-103,5,3,244,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,8,23,0,0,0,0,0,0.09,0.05,0.14,0.09,0.14,2024,Mallorca
Dominik Greif,SVK,GK,27-030,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Mallorca
Javier Llabrés,ESP,"MF,FW",21-238,15,0,178,2,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,5,1,22,0.51,0,0.51,0.51,0.51,0.32,0.16,0.48,0.32,0.48,2024,Mallorca
Iván Cuéllar,ESP,GK,39-345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Marcos Fernández Cózar,,DF,20-294,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Pere Joan,ESP,GK,22-045,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Yuzún Ley,ESP,DF,20-126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
David López,ESP,DF,21-093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Daniel Luna,COL,MF,20-365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Pau Mascaró,ESP,FW,19-199,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Miguelito,ESP,DF,23-115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Alex Quevedo,ESP,GK,20-008,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Rubén Quintanilla,ESP,MF,22-033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Mallorca
Squad Total,,,29.4,33,374,3060,34,27,22,49,26,1,3,94,4,34.8,32.5,26.3,58.8,437,1015,1000,0.79,0.65,1.44,0.76,1.41,1.02,0.77,1.8,0.96,1.73,2024,Mallorca
Opponent Total,,,27.8,33,374,3060,34,39,27,66,35,4,5,48,1,40.9,36.9,27.1,64,618,1265,1245,1.15,0.79,1.94,1.03,1.82,1.2,0.8,2,1.09,1.88,2024,Mallorca
Jørgen Strand Larsen,NOR,FW,24-090,33,33,2633,29.3,12,2,14,12,0,0,5,0,13.3,13.3,2.2,15.5,32,25,166,0.41,0.07,0.48,0.41,0.48,0.46,0.07,0.53,0.46,0.53,2024,Celta Vigo
Unai Núñez,ESP,DF,27-097,32,30,2702,30,1,0,1,1,0,0,4,0,1.4,1.4,0.8,2.2,10,104,2,0.03,0,0.03,0.03,0.03,0.05,0.03,0.07,0.05,0.07,2024,Celta Vigo
Óscar Mingueza,ESP,"DF,MF",24-359,34,30,2683,29.8,2,2,4,2,0,0,4,0,2.6,2.6,3.8,6.3,69,155,117,0.07,0.07,0.13,0.07,0.13,0.09,0.13,0.21,0.09,0.21,2024,Celta Vigo
Iago Aspas,ESP,FW,36-279,31,28,2408,26.8,8,9,17,6,2,4,6,1,10.3,7.2,9.7,16.9,71,138,181,0.3,0.34,0.64,0.22,0.56,0.39,0.36,0.75,0.27,0.63,2024,Celta Vigo
Fran Beltrán,ESP,MF,25-093,29,25,2113,23.5,0,0,0,0,0,0,2,0,0.6,0.6,1,1.6,25,115,26,0,0,0,0,0,0.02,0.04,0.07,0.02,0.07,2024,Celta Vigo
Vicente Guaita,ESP,GK,37-117,25,24,2223,24.7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Celta Vigo
Carl Starfelt,SWE,DF,28-340,24,23,1953,21.7,1,0,1,1,0,0,2,0,1.4,1.4,0.2,1.6,5,36,1,0.05,0,0.05,0.05,0.05,0.06,0.01,0.07,0.06,0.07,2024,Celta Vigo
Jonathan Bamba,CIV,"MF,FW",28-041,24,22,1804,20,2,2,4,2,0,0,0,0,2.8,2.8,4.4,7.2,99,72,158,0.1,0.1,0.2,0.1,0.2,0.14,0.22,0.36,0.14,0.36,2024,Celta Vigo
Luca de la Torre,USA,MF,25-349,29,21,1908,21.2,1,4,5,1,0,0,4,1,2,2,1.4,3.4,56,92,84,0.05,0.19,0.24,0.05,0.24,0.1,0.07,0.16,0.1,0.16,2024,Celta Vigo
Manu Sánchez,ESP,DF,23-256,25,19,1730,19.2,0,5,5,0,0,0,3,0,0.5,0.5,2.7,3.2,40,73,64,0,0.26,0.26,0,0.26,0.03,0.14,0.17,0.03,0.17,2024,Celta Vigo
Carlos Dominguez,ESP,DF,23-085,19,16,1424,15.8,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,11,52,3,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,2024,Celta Vigo
Renato Tapia,PER,"MF,DF",28-283,19,14,1266,14.1,0,0,0,0,0,0,5,1,1,1,0.6,1.6,8,57,13,0,0,0,0,0,0.07,0.04,0.12,0.07,0.12,2024,Celta Vigo
Iván Villar,ESP,GK,26-302,10,10,834,9.3,0,0,0,0,0,0,0,2,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,2024,Celta Vigo
Mihailo Ristić,SRB,"DF,MF",28-188,12,9,808,9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.5,24,30,42,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,2024,Celta Vigo
Kevin Vázquez,ESP,DF,31-044,11,9,630,7,0,0,0,0,0,0,3,0,0,0,0.2,0.2,5,24,19,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,2024,Celta Vigo
Javier Manquillo,ESP,"DF,MF",30-001,9,8,561,6.2,0,1,1,0,0,0,3,0,0.1,0.1,0.2,0.3,5,20,14,0,0.16,0.16,0,0.16,0.02,0.03,0.05,0.02,0.05,2024,Celta Vigo
Jailson Siqueira,BRA,"DF,MF",28-242,12,7,717,8,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,10,32,6,0,0.13,0.13,0,0.13,0.02,0.07,0.09,0.02,0.09,2024,Celta Vigo
Carlos Dotor,ESP,MF,23-052,16,7,692,7.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3,29,12,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,2024,Celta Vigo
Anastasios Douvikas,GRE,FW,24-278,28,6,795,8.8,6,1,7,6,0,0,2,0,4.1,4.1,1.2,5.3,10,12,45,0.68,0.11,0.79,0.68,0.79,0.46,0.14,0.6,0.46,0.6,2024,Celta Vigo
Carles Pérez,ESP,"MF,DF",26-080,15,6,727,8.1,1,1,2,1,0,0,3,0,1.1,1.1,1.3,2.4,31,17,64,0.12,0.12,0.25,0.12,0.25,0.14,0.16,0.29,0.14,0.29,2024,Celta Vigo
Hugo Sotelo,ESP,MF,20-139,15,6,553,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,15,43,10,0,0,0,0,0,0.04,0.12,0.15,0.04,0.15,2024,Celta Vigo
Hugo Álvarez,ESP,"MF,DF",20-309,9,6,537,6,0,0,0,0,0,0,1,0,0.8,0.8,1,1.8,25,27,66,0,0,0,0,0,0.13,0.17,0.3,0.13,0.3,2024,Celta Vigo
Franco Cervi,ARG,"MF,DF",29-346,16,5,532,5.9,0,1,1,0,0,0,1,0,0.5,0.5,2,2.5,16,24,36,0,0.17,0.17,0,0.17,0.08,0.35,0.42,0.08,0.42,2024,Celta Vigo
Joseph Aidoo,GHA,DF,28-220,6,4,407,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,12,0,0,0,0,0,0,0.02,0.01,0.04,0.02,0.04,2024,Celta Vigo
Williot Swedberg,SWE,"FW,MF",20-095,13,2,299,3.3,4,0,4,4,0,0,1,0,2.1,2.1,0,2.1,6,2,17,1.2,0,1.2,1.2,1.2,0.63,0.01,0.64,0.63,0.64,2024,Celta Vigo
Tadeo Allende,ARG,"MF,FW",25-076,8,2,287,3.2,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,9,7,20,0.31,0,0.31,0.31,0.31,0.39,0.12,0.51,0.39,0.51,2024,Celta Vigo
Miguel Rodríguez,ESP,MF,21-007,13,1,209,2.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,12,7,26,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,2024,Celta Vigo
Damián Rodríguez,ESP,MF,21-050,3,1,81,0.9,0,1,1,0,0,0,1,0,0,0,0.5,0.6,1,3,2,0,1.11,1.11,0,1.11,0.03,0.6,0.63,0.03,0.63,2024,Celta Vigo
Gabriel Veiga,ESP,FW,21-345,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,Celta Vigo
Coke Carrillo,ESP,GK,22-120,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Celta Vigo
Javier Dominguez,ESP,DF,23-041,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Celta Vigo
Agustín Marchesín,ARG,GK,36-051,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Celta Vigo
Gonçalo Paciência,POR,FW,29-279,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Celta Vigo
Javi Rodríguez,ESP,DF,20-315,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Celta Vigo
