id,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season,Team
13,Nemanja Radoja,rs SRB,MF,28.0,19,17,1214.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.1,9.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches,2022,Levante
14,José Campaña,es ESP,MF,28.0,20,16,1422.0,15.8,2.0,2.0,4.0,2.0,0.0,1.0,6.0,1.0,1.5,0.6,1.1,1.7,37.0,133.0,55.0,0.13,0.13,0.25,0.13,0.25,0.09,0.07,0.16,0.03,0.11,Matches,2022,Levante
15,Aitor Fernández,es ESP,GK,30.0,13,13,1166.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Levante
16,Mickael Malsa,mq MTQ,MF,25.0,26,11,1143.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,1.7,2.8,7.0,53.0,11.0,0.08,0.16,0.24,0.08,0.24,0.09,0.13,0.22,0.09,0.22,Matches,2022,Levante
17,Dani Gómez,es ESP,FW,23.0,28,11,1063.0,11.8,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,4.7,4.7,2.2,6.9,22.0,15.0,87.0,0.34,0.17,0.51,0.34,0.51,0.4,0.19,0.58,0.4,0.58,Matches,2022,Levante
18,Sergio Postigo,es ESP,DF,32.0,13,10,848.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,2022,Levante
19,Martín Cáceres,uy URU,DF,34.0,10,9,663.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,9.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,2022,Levante
20,Shkodran Mustafi,de GER,DF,29.0,11,8,658.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,18.0,0.0,0.14,0.0,0.14,0.14,0.14,0.02,0.0,0.02,0.02,0.02,Matches,2022,Levante
21,Roberto Soldado,es ESP,FW,36.0,18,7,664.0,7.4,3.0,2.0,5.0,3.0,0.0,0.0,7.0,2.0,3.7,3.7,0.7,4.4,4.0,14.0,43.0,0.41,0.27,0.68,0.41,0.68,0.49,0.09,0.58,0.49,0.58,Matches,2022,Levante
22,Pablo Martínez,es ESP,MF,23.0,13,7,656.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.9,1.4,8.0,20.0,18.0,0.0,0.14,0.14,0.0,0.14,0.06,0.12,0.19,0.06,0.19,Matches,2022,Levante
23,Enric Franquesa,es ESP,"DF,FW",24.0,16,6,625.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,17.0,15.0,36.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,2022,Levante
24,Pubill,es ESP,"DF,MF",18.0,11,5,512.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,1.2,2.0,10.0,11.0,28.0,0.0,0.18,0.18,0.0,0.18,0.15,0.2,0.36,0.15,0.36,Matches,2022,Levante
25,Álex Cantero,es ESP,"FW,MF",21.0,25,4,610.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.2,2.2,0.4,2.6,14.0,14.0,45.0,0.0,0.15,0.15,0.0,0.15,0.32,0.06,0.38,0.32,0.38,Matches,2022,Levante
26,Marcelo Saracchi,uy URU,DF,23.0,4,2,186.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,4.0,8.0,14.0,0.0,0.48,0.48,0.0,0.48,0.0,0.11,0.11,0.0,0.11,Matches,2022,Levante
27,Coke,es ESP,DF,34.0,6,1,118.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,1.0,8.0,5.0,0.76,0.0,0.76,0.76,0.76,0.48,0.04,0.52,0.48,0.52,Matches,2022,Levante
28,Alejandro Primo,es ESP,GK,17.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Levante
29,Nikola Vukčević,me MNE,MF,29.0,6,0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,2022,Levante
30,Omar Faraj,se SWE,FW,19.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Levante
31,Carlos Benitez,es ESP,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
32,Alejandro Blesa,es ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
33,Pablo Cuñat,es ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
34,Hernâni Fortes,pt POR,"FW,MF",29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
35,Carlos Giménez,es ESP,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
36,Joseda,es ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
37,Giorgi Kochorashvili,ge GEO,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
38,Antonio Leal,es ESP,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
39,José Manuel,es ESP,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
40,Pablo Picón,es ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
41,Koke Vegas,es ESP,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Levante
42,Squad Total,,,28.0,38,418,3420.0,38.0,51.0,34.0,85.0,43.0,8.0,13.0,109.0,6.0,55.1,45.1,31.7,76.9,569.0,1343.0,1334.0,1.34,0.89,2.24,1.13,2.03,1.45,0.84,2.28,1.19,2.02,,2022,Levante
43,Opponent Total,,,27.4,38,418,3420.0,38.0,76.0,59.0,135.0,71.0,5.0,6.0,104.0,5.0,55.0,50.2,41.2,91.4,716.0,1448.0,1437.0,2.0,1.55,3.55,1.87,3.42,1.45,1.08,2.53,1.32,2.41,,2022,Levante
0,Luis Rioja,es ESP,"MF,FW",27.0,37,36,3111.0,34.6,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,5.1,8.2,122.0,77.0,213.0,0.03,0.09,0.12,0.03,0.12,0.09,0.15,0.24,0.09,0.24,Matches,2022,Alaves
1,Joselu,es ESP,FW,31.0,37,35,3122.0,34.7,14.0,4.0,18.0,8.0,6.0,7.0,0.0,0.0,12.9,7.4,4.5,11.9,27.0,108.0,137.0,0.4,0.12,0.52,0.23,0.35,0.37,0.13,0.5,0.21,0.34,Matches,2022,Alaves
2,Fernando Pacheco,es ESP,GK,29.0,34,34,3053.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2022,Alaves
3,Víctor Laguardia,es ESP,DF,31.0,34,34,3042.0,33.8,3.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,2.0,2.0,0.9,2.9,2.0,72.0,3.0,0.09,0.06,0.15,0.09,0.15,0.06,0.03,0.09,0.06,0.09,Matches,2022,Alaves
4,Rubén Duarte,es ESP,DF,25.0,34,31,2621.0,29.1,0.0,4.0,4.0,0.0,0.0,0.0,12.0,1.0,0.4,0.4,2.5,2.8,35.0,85.0,46.0,0.0,0.14,0.14,0.0,0.14,0.01,0.09,0.1,0.01,0.1,Matches,2022,Alaves
5,Florian Lejeune,fr FRA,DF,30.0,30,30,2699.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.5,1.5,0.2,1.7,6.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,2022,Alaves
6,Mamadou N'Diaye,,MF,24.0,32,26,2312.0,25.7,2.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,,,,,,,,0.08,0.0,0.08,0.08,0.08,,,,,,Matches,2022,Alaves
7,Martin Agirregabiria,es ESP,DF,25.0,24,17,1616.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.7,0.8,15.0,57.0,40.0,0.0,0.06,0.06,0.0,0.06,0.01,0.04,0.05,0.01,0.05,Matches,2022,Alaves
8,Édgar Méndez,es ESP,"FW,MF",31.0,32,17,1614.0,17.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.5,1.5,2.5,4.0,18.0,31.0,112.0,0.06,0.06,0.11,0.06,0.11,0.08,0.14,0.22,0.08,0.22,Matches,2022,Alaves
9,Toni Moya,es ESP,MF,23.0,28,17,1386.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,1.8,3.1,19.0,43.0,17.0,0.0,0.06,0.06,0.0,0.06,0.08,0.12,0.2,0.08,0.2,Matches,2022,Alaves
10,Pere Pons,es ESP,MF,28.0,27,17,1366.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.6,2.1,20.0,37.0,50.0,0.07,0.0,0.07,0.07,0.07,0.1,0.04,0.14,0.1,0.14,Matches,2022,Alaves
11,Tomás Pina Isla,es ESP,MF,33.0,29,16,1444.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.3,0.7,4.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,2022,Alaves
12,Ximo Navarro,es ESP,DF,31.0,18,16,1347.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.6,0.6,0.4,1.0,21.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches,2022,Alaves
13,Gonzalo Escalante,ar ARG,MF,28.0,17,15,1300.0,14.4,5.0,0.0,5.0,5.0,0.0,0.0,8.0,1.0,3.2,3.2,0.2,3.4,7.0,41.0,15.0,0.35,0.0,0.35,0.35,0.35,0.22,0.01,0.23,0.22,0.23,Matches,2022,Alaves
14,Nahuel Tenaglia,ar ARG,DF,25.0,14,12,1073.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,17.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,2022,Alaves
15,Manu García,es ESP,MF,23.0,24,10,1077.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.1,1.4,23.0,79.0,30.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,Matches,2022,Alaves
16,Miguel,es ESP,"FW,MF",21.0,22,10,829.0,9.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,0.3,2.2,17.0,6.0,62.0,0.11,0.11,0.22,0.11,0.22,0.21,0.03,0.24,0.21,0.24,Matches,2022,Alaves
17,Jason,es ESP,"MF,FW",27.0,14,10,678.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,1.7,2.6,11.0,10.0,31.0,0.0,0.13,0.13,0.0,0.13,0.13,0.22,0.35,0.13,0.35,Matches,2022,Alaves
18,Matt Miazga,us USA,DF,26.0,11,9,833.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.6,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,2022,Alaves
19,Facundo Pellistri,uy URU,"MF,FW",19.0,21,6,672.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,24.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches,2022,Alaves
20,Javi López,es ESP,DF,19.0,9,4,462.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,6.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,2022,Alaves
21,Mamadou Sylla,sn SEN,"FW,MF",27.0,13,4,394.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,5.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.12,0.1,0.12,Matches,2022,Alaves
22,Antonio Sivera,es ESP,GK,24.0,4,3,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Alaves
23,Manu Vallejo,es ESP,"MF,FW",24.0,11,2,370.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,5.0,8.0,25.0,0.24,0.24,0.49,0.24,0.49,0.16,0.08,0.24,0.16,0.24,Matches,2022,Alaves
24,John Guidetti,se SWE,"FW,MF",29.0,10,2,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.1,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.31,0.06,0.37,0.31,0.37,Matches,2022,Alaves
25,Tachi,es ESP,DF,23.0,5,2,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,2022,Alaves
26,Iván Martín,es ESP,"MF,FW",22.0,6,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2022,Alaves
27,Jesús Owono,gq EQG,GK,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Alaves
28,Marc Tenas,es ESP,"FW,MF",20.0,3,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches,2022,Alaves
29,Mircea Ţîrlea,ro ROU,DF,21.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Alaves
30,Unai Ropero,es ESP,MF,19.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Alaves
31,Tomás Mendes,es ESP,MF,16.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Alaves
32,Saúl García,es ESP,MF,26.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,Alaves
33,Abdel Abqar,ma MAR,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
34,Alex Balboa,gq EQG,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
35,George Gagua,ge GEO,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
36,Alan Godoy,es ESP,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
37,Taichi Hara,jp JPN,FW,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
38,Oscar Medina,,GK,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
39,Lucas Pérez,es ESP,"FW,MF",32.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
40,Adrian Rodriguez,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
41,Iván Sanz,es ESP,,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,Alaves
42,Squad Total,,,27.9,38,418,3420.0,38.0,29.0,20.0,49.0,23.0,6.0,7.0,93.0,4.0,37.3,31.8,25.5,57.3,420.0,984.0,969.0,0.76,0.53,1.29,0.61,1.13,0.98,0.67,1.65,0.84,1.51,,2022,Alaves
43,Opponent Total,,,27.6,38,418,3420.0,38.0,65.0,48.0,113.0,59.0,6.0,9.0,79.0,4.0,57.0,50.0,42.0,92.0,656.0,1568.0,1558.0,1.71,1.26,2.97,1.55,2.82,1.5,1.11,2.61,1.32,2.42,,2022,Alaves
0,Jan Oblak,si SVN,GK,27.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,Atletico Madrid
1,Koke,es ESP,MF,28.0,37,34,3021.0,33.6,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,2.0,2.0,3.1,5.1,39.0,250.0,42.0,0.03,0.06,0.09,0.03,0.09,0.06,0.09,0.15,0.06,0.15,Matches,2021,Atletico Madrid
2,Marcos Llorente,es ESP,"MF,FW",25.0,37,33,2956.0,32.8,12.0,11.0,23.0,12.0,0.0,0.0,6.0,0.0,3.4,3.4,5.6,9.0,90.0,140.0,215.0,0.37,0.33,0.7,0.37,0.7,0.1,0.17,0.28,0.1,0.28,Matches,2021,Atletico Madrid
3,Stefan Savić,me MNE,DF,29.0,33,33,2953.0,32.8,1.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,0.8,0.8,0.1,0.9,30.0,103.0,2.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,Matches,2021,Atletico Madrid
4,Mario Hermoso,es ESP,DF,25.0,31,30,2578.0,28.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,0.6,1.6,30.0,172.0,23.0,0.03,0.03,0.07,0.03,0.07,0.04,0.02,0.06,0.04,0.06,Matches,2021,Atletico Madrid
5,Luis Suárez,uy URU,FW,33.0,32,30,2508.0,27.9,21.0,3.0,24.0,18.0,3.0,3.0,6.0,0.0,16.2,13.9,3.0,16.8,30.0,46.0,171.0,0.75,0.11,0.86,0.65,0.75,0.58,0.11,0.69,0.5,0.6,Matches,2021,Atletico Madrid
6,Ángel Correa,ar ARG,"FW,MF",25.0,38,29,2393.0,26.6,9.0,8.0,17.0,9.0,0.0,0.0,3.0,0.0,7.8,7.7,5.7,13.4,64.0,84.0,186.0,0.34,0.3,0.64,0.34,0.64,0.29,0.21,0.51,0.29,0.51,Matches,2021,Atletico Madrid
7,Kieran Trippier,eng ENG,DF,29.0,28,28,2475.0,27.5,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.6,3.8,43.0,169.0,196.0,0.0,0.22,0.22,0.0,0.22,0.0,0.13,0.14,0.0,0.14,Matches,2021,Atletico Madrid
8,Yannick Carrasco,be BEL,"DF,MF",26.0,30,25,2179.0,24.2,6.0,10.0,16.0,6.0,0.0,0.0,6.0,0.0,5.2,5.2,6.0,11.2,146.0,86.0,212.0,0.25,0.41,0.66,0.25,0.66,0.21,0.25,0.46,0.21,0.46,Matches,2021,Atletico Madrid
9,Felipe,br BRA,DF,31.0,31,23,2057.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.5,1.5,0.3,1.8,5.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,2021,Atletico Madrid
10,Saúl Ñíguez,es ESP,"MF,DF",25.0,33,22,2033.0,22.6,2.0,1.0,3.0,2.0,0.0,1.0,10.0,0.0,2.8,1.9,1.7,3.7,19.0,82.0,93.0,0.09,0.04,0.13,0.09,0.13,0.12,0.08,0.2,0.08,0.16,Matches,2021,Atletico Madrid
11,José María Giménez,uy URU,DF,25.0,21,20,1765.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,0.2,1.4,11.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,2021,Atletico Madrid
12,Thomas Lemar,fr FRA,MF,24.0,27,19,1366.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,2.0,3.6,37.0,78.0,102.0,0.07,0.2,0.26,0.07,0.26,0.1,0.13,0.24,0.1,0.24,Matches,2021,Atletico Madrid
13,João Félix,pt POR,"FW,MF",20.0,31,14,1572.0,17.5,7.0,5.0,12.0,6.0,1.0,2.0,6.0,0.0,5.5,3.9,4.3,8.1,49.0,73.0,94.0,0.4,0.29,0.69,0.34,0.63,0.31,0.24,0.56,0.22,0.47,Matches,2021,Atletico Madrid
14,Renan Lodi,br BRA,"DF,FW",22.0,23,11,1129.0,12.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,1.8,2.6,44.0,36.0,126.0,0.08,0.16,0.24,0.08,0.24,0.06,0.14,0.21,0.06,0.21,Matches,2021,Atletico Madrid
15,Héctor Herrera,mx MEX,MF,30.0,16,8,682.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,4.0,48.0,7.0,0.0,0.13,0.13,0.0,0.13,0.04,0.09,0.13,0.04,0.13,Matches,2021,Atletico Madrid
16,Šime Vrsaljko,hr CRO,"FW,DF",28.0,9,6,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,Atletico Madrid
17,Geoffrey Kondogbia,cf CTA,MF,27.0,25,4,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,14.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.09,0.02,0.09,Matches,2021,Atletico Madrid
18,Lucas Torreira,uy URU,MF,24.0,19,3,518.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,6.0,27.0,4.0,0.17,0.0,0.17,0.17,0.17,0.02,0.09,0.11,0.02,0.11,Matches,2021,Atletico Madrid
19,Vitolo,es ESP,"MF,FW",30.0,10,3,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.7,7.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,Matches,2021,Atletico Madrid
20,Diego Costa,es ESP,FW,31.0,7,2,208.0,2.3,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.4,0.6,0.5,1.1,3.0,6.0,21.0,0.87,0.0,0.87,0.43,0.43,0.6,0.21,0.82,0.26,0.48,Matches,2021,Atletico Madrid
21,Thomas Partey,gh GHA,MF,27.0,3,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2021,Atletico Madrid
22,Manu Sánchez,es ESP,DF,19.0,1,1,49.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,2.0,0.0,1.84,1.84,0.0,1.84,0.0,0.73,0.73,0.0,0.73,Matches,2021,Atletico Madrid
23,Moussa Dembélé,fr FRA,FW,24.0,5,0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.92,0.02,0.94,0.92,0.94,Matches,2021,Atletico Madrid
24,Ricard Sánchez,es ESP,DF,20.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2021,Atletico Madrid
25,Sergio Camello,es ESP,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
26,Óscar Castro,es ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
27,Álvaro García,es ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
28,Ivo Grbić,hr CRO,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
29,Victor Mollejo,es ESP,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
30,Toni Moya,es ESP,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
31,Nehuén Pérez,ar ARG,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
32,San Román,es ESP,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
33,Juan Sanabria,uy URU,"DF,MF",20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021,Atletico Madrid
